path	binary
roland.ext.sd.dt.multi.timbre.part11.scaleTune1	41DE00481210002a34
roland.ext.sd.dt.multi.timbre.part11.scaleTune2	41DE00481210002a35
roland.ext.sd.dt.multi.timbre.part11.scaleTune3	41DE00481210002a36
roland.ext.sd.dt.multi.timbre.part11.scaleTune4	41DE00481210002a37
roland.ext.sd.dt.multi.timbre.part11.scaleTune5	41DE00481210002a38
roland.ext.sd.dt.multi.timbre.part11.scaleTune6	41DE00481210002a39
roland.ext.sd.dt.multi.timbre.part11.scaleTune7	41DE00481210002a3a
roland.ext.sd.dt.multi.timbre.part11.scaleTune8	41DE00481210002a3b
roland.ext.sd.dt.multi.timbre.part11.scaleTune9	41DE00481210002a3c
roland.ext.sd.dt.multi.timbre.part11.scaleTune10	41DE00481210002a3d
roland.ext.sd.dt.multi.timbre.part11.scaleTune11	41DE00481210002a3e
roland.ext.sd.dt.multi.timbre.part11.sdGm2Set	41DE00481210002a3f
roland.ext.sd.dt.multi.timbre.part12	41DE00481210002b
roland.ext.sd.dt.multi.timbre.part12.rxCh	41DE00481210002b00
roland.ext.sd.dt.multi.timbre.part12.rxSwitch	41DE00481210002b01
roland.ext.sd.dt.multi.timbre.part12.unknown02	41DE00481210002b02
roland.ext.sd.dt.multi.timbre.part12.rxPort	41DE00481210002b03
roland.ext.sd.dt.multi.timbre.part12.bankMsb	41DE00481210002b04
roland.ext.sd.dt.multi.timbre.part12.bankLsb	41DE00481210002b05
roland.ext.sd.dt.multi.timbre.part12.program	41DE00481210002b06
roland.ext.sd.dt.multi.timbre.part12.volume	41DE00481210002b07
roland.ext.sd.dt.multi.timbre.part12.panpot	41DE00481210002b08
roland.ext.sd.dt.multi.timbre.part12.coarseTune	41DE00481210002b09
roland.ext.sd.dt.multi.timbre.part12.fineTune	41DE00481210002b0a
roland.ext.sd.dt.multi.timbre.part12.monoPoly	41DE00481210002b0b
roland.ext.sd.dt.multi.timbre.part12.legato	41DE00481210002b0c
roland.ext.sd.dt.multi.timbre.part12.pitchRange	41DE00481210002b0d
roland.ext.sd.dt.multi.timbre.part12.portamentoSw	41DE00481210002b0e
roland.ext.sd.dt.multi.timbre.part12.portamento	41DE00481210002b0f
roland.ext.sd.dt.multi.timbre.part12.portamentoSecondByte	41DE00481210002b10
roland.ext.sd.dt.multi.timbre.part12.brightness	41DE00481210002b11
roland.ext.sd.dt.multi.timbre.part12.resonance	41DE00481210002b12
roland.ext.sd.dt.multi.timbre.part12.attackTime	41DE00481210002b13
roland.ext.sd.dt.multi.timbre.part12.releaseTime	41DE00481210002b14
roland.ext.sd.dt.multi.timbre.part12.octaveShift	41DE00481210002b15
roland.ext.sd.dt.multi.timbre.part12.veloSensitivity	41DE00481210002b16
roland.ext.sd.dt.multi.timbre.part12.keyRangeLow	41DE00481210002b17
roland.ext.sd.dt.multi.timbre.part12.keyRangeHigh	41DE00481210002b18
roland.ext.sd.dt.multi.timbre.part12.keyFadeLow	41DE00481210002b19
roland.ext.sd.dt.multi.timbre.part12.keyFadeHigh	41DE00481210002b1a
roland.ext.sd.dt.multi.timbre.part12.muteSwitch	41DE00481210002b1b
roland.ext.sd.dt.multi.timbre.part12.dry	41DE00481210002b1c
roland.ext.sd.dt.multi.timbre.part12.chorus	41DE00481210002b1d
roland.ext.sd.dt.multi.timbre.part12.reverb	41DE00481210002b1e
roland.ext.sd.dt.multi.timbre.part12.outputAssign	41DE00481210002b1f
roland.ext.sd.dt.multi.timbre.part12.mfxSlot	41DE00481210002b20
roland.ext.sd.dt.multi.timbre.part12.decayTime	41DE00481210002b21
roland.ext.sd.dt.multi.timbre.part12.vibratoRate	41DE00481210002b22
roland.ext.sd.dt.multi.timbre.part12.vibratoDepth	41DE00481210002b23
roland.ext.sd.dt.multi.timbre.part12.vibratoDelay	41DE00481210002b24
roland.ext.sd.dt.multi.timbre.part12.modDepth	41DE00481210002b25
roland.ext.sd.dt.multi.timbre.part12.patPitch	41DE00481210002b26
roland.ext.sd.dt.multi.timbre.part12.patBrightness	41DE00481210002b27
roland.ext.sd.dt.multi.timbre.part12.patAmplitude	41DE00481210002b28
roland.ext.sd.dt.multi.timbre.part12.patPitchDepth	41DE00481210002b29
roland.ext.sd.dt.multi.timbre.part12.patFilterDepth	41DE00481210002b2a
roland.ext.sd.dt.multi.timbre.part12.patAmplitudeDepth	41DE00481210002b2b
roland.ext.sd.dt.multi.timbre.part12.ccNumber	41DE00481210002b2c
roland.ext.sd.dt.multi.timbre.part12.ccPitch	41DE00481210002b2d
roland.ext.sd.dt.multi.timbre.part12.ccBrightness	41DE00481210002b2e
roland.ext.sd.dt.multi.timbre.part12.ccAmplitude	41DE00481210002b2f
roland.ext.sd.dt.multi.timbre.part12.ccPitchDepth	41DE00481210002b30
roland.ext.sd.dt.multi.timbre.part12.ccFilterDepth	41DE00481210002b31
roland.ext.sd.dt.multi.timbre.part12.ccAmplitudeDepth	41DE00481210002b32
roland.ext.sd.dt.multi.timbre.part12.scaleTune0	41DE00481210002b33
roland.ext.sd.dt.multi.timbre.part12.scaleTune1	41DE00481210002b34
roland.ext.sd.dt.multi.timbre.part12.scaleTune2	41DE00481210002b35
roland.ext.sd.dt.multi.timbre.part12.scaleTune3	41DE00481210002b36
roland.ext.sd.dt.multi.timbre.part12.scaleTune4	41DE00481210002b37
roland.ext.sd.dt.multi.timbre.part12.scaleTune5	41DE00481210002b38
roland.ext.sd.dt.multi.timbre.part12.scaleTune6	41DE00481210002b39
roland.ext.sd.dt.multi.timbre.part12.scaleTune7	41DE00481210002b3a
roland.ext.sd.dt.multi.timbre.part12.scaleTune8	41DE00481210002b3b
roland.ext.sd.dt.multi.timbre.part12.scaleTune9	41DE00481210002b3c
roland.ext.sd.dt.multi.timbre.part12.scaleTune10	41DE00481210002b3d
roland.ext.sd.dt.multi.timbre.part12.scaleTune11	41DE00481210002b3e
roland.ext.sd.dt.multi.timbre.part12.sdGm2Set	41DE00481210002b3f
roland.ext.sd.dt.multi.timbre.part13	41DE00481210002c
roland.ext.sd.dt.multi.timbre.part13.rxCh	41DE00481210002c00
roland.ext.sd.dt.multi.timbre.part13.rxSwitch	41DE00481210002c01
roland.ext.sd.dt.multi.timbre.part13.unknown02	41DE00481210002c02
roland.ext.sd.dt.multi.timbre.part13.rxPort	41DE00481210002c03
roland.ext.sd.dt.multi.timbre.part13.bankMsb	41DE00481210002c04
roland.ext.sd.dt.multi.timbre.part13.bankLsb	41DE00481210002c05
roland.ext.sd.dt.multi.timbre.part13.program	41DE00481210002c06
roland.ext.sd.dt.multi.timbre.part13.volume	41DE00481210002c07
roland.ext.sd.dt.multi.timbre.part13.panpot	41DE00481210002c08
roland.ext.sd.dt.multi.timbre.part13.coarseTune	41DE00481210002c09
roland.ext.sd.dt.multi.timbre.part13.fineTune	41DE00481210002c0a
roland.ext.sd.dt.multi.timbre.part13.monoPoly	41DE00481210002c0b
roland.ext.sd.dt.multi.timbre.part13.legato	41DE00481210002c0c
roland.ext.sd.dt.multi.timbre.part13.pitchRange	41DE00481210002c0d
roland.ext.sd.dt.multi.timbre.part13.portamentoSw	41DE00481210002c0e
roland.ext.sd.dt.multi.timbre.part13.portamento	41DE00481210002c0f
roland.ext.sd.dt.multi.timbre.part13.portamentoSecondByte	41DE00481210002c10
roland.ext.sd.dt.multi.timbre.part13.brightness	41DE00481210002c11
roland.ext.sd.dt.multi.timbre.part13.resonance	41DE00481210002c12
roland.ext.sd.dt.multi.timbre.part13.attackTime	41DE00481210002c13
roland.ext.sd.dt.multi.timbre.part13.releaseTime	41DE00481210002c14
roland.ext.sd.dt.multi.timbre.part13.octaveShift	41DE00481210002c15
roland.ext.sd.dt.multi.timbre.part13.veloSensitivity	41DE00481210002c16
roland.ext.sd.dt.multi.timbre.part13.keyRangeLow	41DE00481210002c17
roland.ext.sd.dt.multi.timbre.part13.keyRangeHigh	41DE00481210002c18
roland.ext.sd.dt.multi.timbre.part13.keyFadeLow	41DE00481210002c19
roland.ext.sd.dt.multi.timbre.part13.keyFadeHigh	41DE00481210002c1a
roland.ext.sd.dt.multi.timbre.part13.muteSwitch	41DE00481210002c1b
roland.ext.sd.dt.multi.timbre.part13.dry	41DE00481210002c1c
roland.ext.sd.dt.multi.timbre.part13.chorus	41DE00481210002c1d
roland.ext.sd.dt.multi.timbre.part13.reverb	41DE00481210002c1e
roland.ext.sd.dt.multi.timbre.part13.outputAssign	41DE00481210002c1f
roland.ext.sd.dt.multi.timbre.part13.mfxSlot	41DE00481210002c20
roland.ext.sd.dt.multi.timbre.part13.decayTime	41DE00481210002c21
roland.ext.sd.dt.multi.timbre.part13.vibratoRate	41DE00481210002c22
roland.ext.sd.dt.multi.timbre.part13.vibratoDepth	41DE00481210002c23
roland.ext.sd.dt.multi.timbre.part13.vibratoDelay	41DE00481210002c24
roland.ext.sd.dt.multi.timbre.part13.modDepth	41DE00481210002c25
roland.ext.sd.dt.multi.timbre.part13.patPitch	41DE00481210002c26
roland.ext.sd.dt.multi.timbre.part13.patBrightness	41DE00481210002c27
roland.ext.sd.dt.multi.timbre.part13.patAmplitude	41DE00481210002c28
roland.ext.sd.dt.multi.timbre.part13.patPitchDepth	41DE00481210002c29
roland.ext.sd.dt.multi.timbre.part13.patFilterDepth	41DE00481210002c2a
roland.ext.sd.dt.multi.timbre.part13.patAmplitudeDepth	41DE00481210002c2b
roland.ext.sd.dt.multi.timbre.part13.ccNumber	41DE00481210002c2c
roland.ext.sd.dt.multi.timbre.part13.ccPitch	41DE00481210002c2d
roland.ext.sd.dt.multi.timbre.part13.ccBrightness	41DE00481210002c2e
roland.ext.sd.dt.multi.timbre.part13.ccAmplitude	41DE00481210002c2f
roland.ext.sd.dt.multi.timbre.part13.ccPitchDepth	41DE00481210002c30
roland.ext.sd.dt.multi.timbre.part13.ccFilterDepth	41DE00481210002c31
roland.ext.sd.dt.multi.timbre.part13.ccAmplitudeDepth	41DE00481210002c32
roland.ext.sd.dt.multi.timbre.part13.scaleTune0	41DE00481210002c33
roland.ext.sd.dt.multi.timbre.part13.scaleTune1	41DE00481210002c34
roland.ext.sd.dt.multi.timbre.part13.scaleTune2	41DE00481210002c35
roland.ext.sd.dt.multi.timbre.part13.scaleTune3	41DE00481210002c36
roland.ext.sd.dt.multi.timbre.part13.scaleTune4	41DE00481210002c37
roland.ext.sd.dt.multi.timbre.part13.scaleTune5	41DE00481210002c38
roland.ext.sd.dt.multi.timbre.part13.scaleTune6	41DE00481210002c39
roland.ext.sd.dt.multi.timbre.part13.scaleTune7	41DE00481210002c3a
roland.ext.sd.dt.multi.timbre.part13.scaleTune8	41DE00481210002c3b
roland.ext.sd.dt.multi.timbre.part13.scaleTune9	41DE00481210002c3c
roland.ext.sd.dt.multi.timbre.part13.scaleTune10	41DE00481210002c3d
roland.ext.sd.dt.multi.timbre.part13.scaleTune11	41DE00481210002c3e
roland.ext.sd.dt.multi.timbre.part13.sdGm2Set	41DE00481210002c3f
roland.ext.sd.dt.multi.timbre.part14	41DE00481210002d
roland.ext.sd.dt.multi.timbre.part14.rxCh	41DE00481210002d00
roland.ext.sd.dt.multi.timbre.part14.rxSwitch	41DE00481210002d01
roland.ext.sd.dt.multi.timbre.part14.unknown02	41DE00481210002d02
roland.ext.sd.dt.multi.timbre.part14.rxPort	41DE00481210002d03
roland.ext.sd.dt.multi.timbre.part14.bankMsb	41DE00481210002d04
roland.ext.sd.dt.multi.timbre.part14.bankLsb	41DE00481210002d05
roland.ext.sd.dt.multi.timbre.part14.program	41DE00481210002d06
roland.ext.sd.dt.multi.timbre.part14.volume	41DE00481210002d07
roland.ext.sd.dt.multi.timbre.part14.panpot	41DE00481210002d08
roland.ext.sd.dt.multi.timbre.part14.coarseTune	41DE00481210002d09
roland.ext.sd.dt.multi.timbre.part14.fineTune	41DE00481210002d0a
roland.ext.sd.dt.multi.timbre.part14.monoPoly	41DE00481210002d0b
roland.ext.sd.dt.multi.timbre.part14.legato	41DE00481210002d0c
roland.ext.sd.dt.multi.timbre.part14.pitchRange	41DE00481210002d0d
roland.ext.sd.dt.multi.timbre.part14.portamentoSw	41DE00481210002d0e
roland.ext.sd.dt.multi.timbre.part14.portamento	41DE00481210002d0f
roland.ext.sd.dt.multi.timbre.part14.portamentoSecondByte	41DE00481210002d10
roland.ext.sd.dt.multi.timbre.part14.brightness	41DE00481210002d11
roland.ext.sd.dt.multi.timbre.part14.resonance	41DE00481210002d12
roland.ext.sd.dt.multi.timbre.part14.attackTime	41DE00481210002d13
roland.ext.sd.dt.multi.timbre.part14.releaseTime	41DE00481210002d14
roland.ext.sd.dt.multi.timbre.part14.octaveShift	41DE00481210002d15
roland.ext.sd.dt.multi.timbre.part14.veloSensitivity	41DE00481210002d16
roland.ext.sd.dt.multi.timbre.part14.keyRangeLow	41DE00481210002d17
roland.ext.sd.dt.multi.timbre.part14.keyRangeHigh	41DE00481210002d18
roland.ext.sd.dt.multi.timbre.part14.keyFadeLow	41DE00481210002d19
roland.ext.sd.dt.multi.timbre.part14.keyFadeHigh	41DE00481210002d1a
roland.ext.sd.dt.multi.timbre.part14.muteSwitch	41DE00481210002d1b
roland.ext.sd.dt.multi.timbre.part14.dry	41DE00481210002d1c
roland.ext.sd.dt.multi.timbre.part14.chorus	41DE00481210002d1d
roland.ext.sd.dt.multi.timbre.part14.reverb	41DE00481210002d1e
roland.ext.sd.dt.multi.timbre.part14.outputAssign	41DE00481210002d1f
roland.ext.sd.dt.multi.timbre.part14.mfxSlot	41DE00481210002d20
roland.ext.sd.dt.multi.timbre.part14.decayTime	41DE00481210002d21
roland.ext.sd.dt.multi.timbre.part14.vibratoRate	41DE00481210002d22
roland.ext.sd.dt.multi.timbre.part14.vibratoDepth	41DE00481210002d23
roland.ext.sd.dt.multi.timbre.part14.vibratoDelay	41DE00481210002d24
roland.ext.sd.dt.multi.timbre.part14.modDepth	41DE00481210002d25
roland.ext.sd.dt.multi.timbre.part14.patPitch	41DE00481210002d26
roland.ext.sd.dt.multi.timbre.part14.patBrightness	41DE00481210002d27
roland.ext.sd.dt.multi.timbre.part14.patAmplitude	41DE00481210002d28
roland.ext.sd.dt.multi.timbre.part14.patPitchDepth	41DE00481210002d29
roland.ext.sd.dt.multi.timbre.part14.patFilterDepth	41DE00481210002d2a
roland.ext.sd.dt.multi.timbre.part14.patAmplitudeDepth	41DE00481210002d2b
roland.ext.sd.dt.multi.timbre.part14.ccNumber	41DE00481210002d2c
roland.ext.sd.dt.multi.timbre.part14.ccPitch	41DE00481210002d2d
roland.ext.sd.dt.multi.timbre.part14.ccBrightness	41DE00481210002d2e
roland.ext.sd.dt.multi.timbre.part14.ccAmplitude	41DE00481210002d2f
roland.ext.sd.dt.multi.timbre.part14.ccPitchDepth	41DE00481210002d30
roland.ext.sd.dt.multi.timbre.part14.ccFilterDepth	41DE00481210002d31
roland.ext.sd.dt.multi.timbre.part14.ccAmplitudeDepth	41DE00481210002d32
roland.ext.sd.dt.multi.timbre.part14.scaleTune0	41DE00481210002d33
roland.ext.sd.dt.multi.timbre.part14.scaleTune1	41DE00481210002d34
roland.ext.sd.dt.multi.timbre.part14.scaleTune2	41DE00481210002d35
roland.ext.sd.dt.multi.timbre.part14.scaleTune3	41DE00481210002d36
roland.ext.sd.dt.multi.timbre.part14.scaleTune4	41DE00481210002d37
roland.ext.sd.dt.multi.timbre.part14.scaleTune5	41DE00481210002d38
roland.ext.sd.dt.multi.timbre.part14.scaleTune6	41DE00481210002d39
roland.ext.sd.dt.multi.timbre.part14.scaleTune7	41DE00481210002d3a
roland.ext.sd.dt.multi.timbre.part14.scaleTune8	41DE00481210002d3b
roland.ext.sd.dt.multi.timbre.part14.scaleTune9	41DE00481210002d3c
roland.ext.sd.dt.multi.timbre.part14.scaleTune10	41DE00481210002d3d
roland.ext.sd.dt.multi.timbre.part14.scaleTune11	41DE00481210002d3e
roland.ext.sd.dt.multi.timbre.part14.sdGm2Set	41DE00481210002d3f
roland.ext.sd.dt.multi.timbre.part15	41DE00481210002e
roland.ext.sd.dt.multi.timbre.part15.rxCh	41DE00481210002e00
roland.ext.sd.dt.multi.timbre.part15.rxSwitch	41DE00481210002e01
roland.ext.sd.dt.multi.timbre.part15.unknown02	41DE00481210002e02
roland.ext.sd.dt.multi.timbre.part15.rxPort	41DE00481210002e03
roland.ext.sd.dt.multi.timbre.part15.bankMsb	41DE00481210002e04
roland.ext.sd.dt.multi.timbre.part15.bankLsb	41DE00481210002e05
roland.ext.sd.dt.multi.timbre.part15.program	41DE00481210002e06
roland.ext.sd.dt.multi.timbre.part15.volume	41DE00481210002e07
roland.ext.sd.dt.multi.timbre.part15.panpot	41DE00481210002e08
roland.ext.sd.dt.multi.timbre.part15.coarseTune	41DE00481210002e09
roland.ext.sd.dt.multi.timbre.part15.fineTune	41DE00481210002e0a
roland.ext.sd.dt.multi.timbre.part15.monoPoly	41DE00481210002e0b
roland.ext.sd.dt.multi.timbre.part15.legato	41DE00481210002e0c
roland.ext.sd.dt.multi.timbre.part15.pitchRange	41DE00481210002e0d
roland.ext.sd.dt.multi.timbre.part15.portamentoSw	41DE00481210002e0e
roland.ext.sd.dt.multi.timbre.part15.portamento	41DE00481210002e0f
roland.ext.sd.dt.multi.timbre.part15.portamentoSecondByte	41DE00481210002e10
roland.ext.sd.dt.multi.timbre.part15.brightness	41DE00481210002e11
roland.ext.sd.dt.multi.timbre.part15.resonance	41DE00481210002e12
roland.ext.sd.dt.multi.timbre.part15.attackTime	41DE00481210002e13
roland.ext.sd.dt.multi.timbre.part15.releaseTime	41DE00481210002e14
roland.ext.sd.dt.multi.timbre.part15.octaveShift	41DE00481210002e15
roland.ext.sd.dt.multi.timbre.part15.veloSensitivity	41DE00481210002e16
roland.ext.sd.dt.multi.timbre.part15.keyRangeLow	41DE00481210002e17
roland.ext.sd.dt.multi.timbre.part15.keyRangeHigh	41DE00481210002e18
roland.ext.sd.dt.multi.timbre.part15.keyFadeLow	41DE00481210002e19
roland.ext.sd.dt.multi.timbre.part15.keyFadeHigh	41DE00481210002e1a
roland.ext.sd.dt.multi.timbre.part15.muteSwitch	41DE00481210002e1b
roland.ext.sd.dt.multi.timbre.part15.dry	41DE00481210002e1c
roland.ext.sd.dt.multi.timbre.part15.chorus	41DE00481210002e1d
roland.ext.sd.dt.multi.timbre.part15.reverb	41DE00481210002e1e
roland.ext.sd.dt.multi.timbre.part15.outputAssign	41DE00481210002e1f
roland.ext.sd.dt.multi.timbre.part15.mfxSlot	41DE00481210002e20
roland.ext.sd.dt.multi.timbre.part15.decayTime	41DE00481210002e21
roland.ext.sd.dt.multi.timbre.part15.vibratoRate	41DE00481210002e22
roland.ext.sd.dt.multi.timbre.part15.vibratoDepth	41DE00481210002e23
roland.ext.sd.dt.multi.timbre.part15.vibratoDelay	41DE00481210002e24
roland.ext.sd.dt.multi.timbre.part15.modDepth	41DE00481210002e25
roland.ext.sd.dt.multi.timbre.part15.patPitch	41DE00481210002e26
roland.ext.sd.dt.multi.timbre.part15.patBrightness	41DE00481210002e27
roland.ext.sd.dt.multi.timbre.part15.patAmplitude	41DE00481210002e28
roland.ext.sd.dt.multi.timbre.part15.patPitchDepth	41DE00481210002e29
roland.ext.sd.dt.multi.timbre.part15.patFilterDepth	41DE00481210002e2a
roland.ext.sd.dt.multi.timbre.part15.patAmplitudeDepth	41DE00481210002e2b
roland.ext.sd.dt.multi.timbre.part15.ccNumber	41DE00481210002e2c
roland.ext.sd.dt.multi.timbre.part15.ccPitch	41DE00481210002e2d
roland.ext.sd.dt.multi.timbre.part15.ccBrightness	41DE00481210002e2e
roland.ext.sd.dt.multi.timbre.part15.ccAmplitude	41DE00481210002e2f
roland.ext.sd.dt.multi.timbre.part15.ccPitchDepth	41DE00481210002e30
roland.ext.sd.dt.multi.timbre.part15.ccFilterDepth	41DE00481210002e31
roland.ext.sd.dt.multi.timbre.part15.ccAmplitudeDepth	41DE00481210002e32
roland.ext.sd.dt.multi.timbre.part15.scaleTune0	41DE00481210002e33
roland.ext.sd.dt.multi.timbre.part15.scaleTune1	41DE00481210002e34
roland.ext.sd.dt.multi.timbre.part15.scaleTune2	41DE00481210002e35
roland.ext.sd.dt.multi.timbre.part15.scaleTune3	41DE00481210002e36
roland.ext.sd.dt.multi.timbre.part15.scaleTune4	41DE00481210002e37
roland.ext.sd.dt.multi.timbre.part15.scaleTune5	41DE00481210002e38
roland.ext.sd.dt.multi.timbre.part15.scaleTune6	41DE00481210002e39
roland.ext.sd.dt.multi.timbre.part15.scaleTune7	41DE00481210002e3a
roland.ext.sd.dt.multi.timbre.part15.scaleTune8	41DE00481210002e3b
roland.ext.sd.dt.multi.timbre.part15.scaleTune9	41DE00481210002e3c
roland.ext.sd.dt.multi.timbre.part15.scaleTune10	41DE00481210002e3d
roland.ext.sd.dt.multi.timbre.part15.scaleTune11	41DE00481210002e3e
roland.ext.sd.dt.multi.timbre.part15.sdGm2Set	41DE00481210002e3f
roland.ext.sd.dt.multi.timbre.part16	41DE00481210002f
roland.ext.sd.dt.multi.timbre.part16.rxCh	41DE00481210002f00
roland.ext.sd.dt.multi.timbre.part16.rxSwitch	41DE00481210002f01
roland.ext.sd.dt.multi.timbre.part16.unknown02	41DE00481210002f02
roland.ext.sd.dt.multi.timbre.part16.rxPort	41DE00481210002f03
roland.ext.sd.dt.multi.timbre.part16.bankMsb	41DE00481210002f04
roland.ext.sd.dt.multi.timbre.part16.bankLsb	41DE00481210002f05
roland.ext.sd.dt.multi.timbre.part16.program	41DE00481210002f06
roland.ext.sd.dt.multi.timbre.part16.volume	41DE00481210002f07
roland.ext.sd.dt.multi.timbre.part16.panpot	41DE00481210002f08
roland.ext.sd.dt.multi.timbre.part16.coarseTune	41DE00481210002f09
roland.ext.sd.dt.multi.timbre.part16.fineTune	41DE00481210002f0a
roland.ext.sd.dt.multi.timbre.part16.monoPoly	41DE00481210002f0b
roland.ext.sd.dt.multi.timbre.part16.legato	41DE00481210002f0c
roland.ext.sd.dt.multi.timbre.part16.pitchRange	41DE00481210002f0d
roland.ext.sd.dt.multi.timbre.part16.portamentoSw	41DE00481210002f0e
roland.ext.sd.dt.multi.timbre.part16.portamento	41DE00481210002f0f
roland.ext.sd.dt.multi.timbre.part16.portamentoSecondByte	41DE00481210002f10
roland.ext.sd.dt.multi.timbre.part16.brightness	41DE00481210002f11
roland.ext.sd.dt.multi.timbre.part16.resonance	41DE00481210002f12
roland.ext.sd.dt.multi.timbre.part16.attackTime	41DE00481210002f13
roland.ext.sd.dt.multi.timbre.part16.releaseTime	41DE00481210002f14
roland.ext.sd.dt.multi.timbre.part16.octaveShift	41DE00481210002f15
roland.ext.sd.dt.multi.timbre.part16.veloSensitivity	41DE00481210002f16
roland.ext.sd.dt.multi.timbre.part16.keyRangeLow	41DE00481210002f17
roland.ext.sd.dt.multi.timbre.part16.keyRangeHigh	41DE00481210002f18
roland.ext.sd.dt.multi.timbre.part16.keyFadeLow	41DE00481210002f19
roland.ext.sd.dt.multi.timbre.part16.keyFadeHigh	41DE00481210002f1a
roland.ext.sd.dt.multi.timbre.part16.muteSwitch	41DE00481210002f1b
roland.ext.sd.dt.multi.timbre.part16.dry	41DE00481210002f1c
roland.ext.sd.dt.multi.timbre.part16.chorus	41DE00481210002f1d
roland.ext.sd.dt.multi.timbre.part16.reverb	41DE00481210002f1e
roland.ext.sd.dt.multi.timbre.part16.outputAssign	41DE00481210002f1f
roland.ext.sd.dt.multi.timbre.part16.mfxSlot	41DE00481210002f20
roland.ext.sd.dt.multi.timbre.part16.decayTime	41DE00481210002f21
roland.ext.sd.dt.multi.timbre.part16.vibratoRate	41DE00481210002f22
roland.ext.sd.dt.multi.timbre.part16.vibratoDepth	41DE00481210002f23
roland.ext.sd.dt.multi.timbre.part16.vibratoDelay	41DE00481210002f24
roland.ext.sd.dt.multi.timbre.part16.modDepth	41DE00481210002f25
roland.ext.sd.dt.multi.timbre.part16.patPitch	41DE00481210002f26
roland.ext.sd.dt.multi.timbre.part16.patBrightness	41DE00481210002f27
roland.ext.sd.dt.multi.timbre.part16.patAmplitude	41DE00481210002f28
roland.ext.sd.dt.multi.timbre.part16.patPitchDepth	41DE00481210002f29
roland.ext.sd.dt.multi.timbre.part16.patFilterDepth	41DE00481210002f2a
roland.ext.sd.dt.multi.timbre.part16.patAmplitudeDepth	41DE00481210002f2b
roland.ext.sd.dt.multi.timbre.part16.ccNumber	41DE00481210002f2c
roland.ext.sd.dt.multi.timbre.part16.ccPitch	41DE00481210002f2d
roland.ext.sd.dt.multi.timbre.part16.ccBrightness	41DE00481210002f2e
roland.ext.sd.dt.multi.timbre.part16.ccAmplitude	41DE00481210002f2f
roland.ext.sd.dt.multi.timbre.part16.ccPitchDepth	41DE00481210002f30
roland.ext.sd.dt.multi.timbre.part16.ccFilterDepth	41DE00481210002f31
roland.ext.sd.dt.multi.timbre.part16.ccAmplitudeDepth	41DE00481210002f32
roland.ext.sd.dt.multi.timbre.part16.scaleTune0	41DE00481210002f33
roland.ext.sd.dt.multi.timbre.part16.scaleTune1	41DE00481210002f34
roland.ext.sd.dt.multi.timbre.part16.scaleTune2	41DE00481210002f35
roland.ext.sd.dt.multi.timbre.part16.scaleTune3	41DE00481210002f36
roland.ext.sd.dt.multi.timbre.part16.scaleTune4	41DE00481210002f37
roland.ext.sd.dt.multi.timbre.part16.scaleTune5	41DE00481210002f38
roland.ext.sd.dt.multi.timbre.part16.scaleTune6	41DE00481210002f39
roland.ext.sd.dt.multi.timbre.part16.scaleTune7	41DE00481210002f3a
roland.ext.sd.dt.multi.timbre.part16.scaleTune8	41DE00481210002f3b
roland.ext.sd.dt.multi.timbre.part16.scaleTune9	41DE00481210002f3c
roland.ext.sd.dt.multi.timbre.part16.scaleTune10	41DE00481210002f3d
roland.ext.sd.dt.multi.timbre.part16.scaleTune11	41DE00481210002f3e
roland.ext.sd.dt.multi.timbre.part16.sdGm2Set	41DE00481210002f3f
roland.ext.sd.dt.multi.timbre.part17	41DE004812100030
roland.ext.sd.dt.multi.timbre.part17.rxCh	41DE00481210003000
roland.ext.sd.dt.multi.timbre.part17.rxSwitch	41DE00481210003001
roland.ext.sd.dt.multi.timbre.part17.unknown02	41DE00481210003002
roland.ext.sd.dt.multi.timbre.part17.rxPort	41DE00481210003003
roland.ext.sd.dt.multi.timbre.part17.bankMsb	41DE00481210003004
roland.ext.sd.dt.multi.timbre.part17.bankLsb	41DE00481210003005
roland.ext.sd.dt.multi.timbre.part17.program	41DE00481210003006
roland.ext.sd.dt.multi.timbre.part17.volume	41DE00481210003007
roland.ext.sd.dt.multi.timbre.part17.panpot	41DE00481210003008
roland.ext.sd.dt.multi.timbre.part17.coarseTune	41DE00481210003009
roland.ext.sd.dt.multi.timbre.part17.fineTune	41DE0048121000300a
roland.ext.sd.dt.multi.timbre.part17.monoPoly	41DE0048121000300b
roland.ext.sd.dt.multi.timbre.part17.legato	41DE0048121000300c
roland.ext.sd.dt.multi.timbre.part17.pitchRange	41DE0048121000300d
roland.ext.sd.dt.multi.timbre.part17.portamentoSw	41DE0048121000300e
roland.ext.sd.dt.multi.timbre.part17.portamento	41DE0048121000300f
roland.ext.sd.dt.multi.timbre.part17.portamentoSecondByte	41DE00481210003010
roland.ext.sd.dt.multi.timbre.part17.brightness	41DE00481210003011
roland.ext.sd.dt.multi.timbre.part17.resonance	41DE00481210003012
roland.ext.sd.dt.multi.timbre.part17.attackTime	41DE00481210003013
roland.ext.sd.dt.multi.timbre.part17.releaseTime	41DE00481210003014
roland.ext.sd.dt.multi.timbre.part17.octaveShift	41DE00481210003015
roland.ext.sd.dt.multi.timbre.part17.veloSensitivity	41DE00481210003016
roland.ext.sd.dt.multi.timbre.part17.keyRangeLow	41DE00481210003017
