path	binary
roland.ext.sd.dt.multi.timbre.part6.panpot	41DE00481210002508
roland.ext.sd.dt.multi.timbre.part6.coarseTune	41DE00481210002509
roland.ext.sd.dt.multi.timbre.part6.fineTune	41DE0048121000250a
roland.ext.sd.dt.multi.timbre.part6.monoPoly	41DE0048121000250b
roland.ext.sd.dt.multi.timbre.part6.legato	41DE0048121000250c
roland.ext.sd.dt.multi.timbre.part6.pitchRange	41DE0048121000250d
roland.ext.sd.dt.multi.timbre.part6.portamentoSw	41DE0048121000250e
roland.ext.sd.dt.multi.timbre.part6.portamento	41DE0048121000250f
roland.ext.sd.dt.multi.timbre.part6.portamentoSecondByte	41DE00481210002510
roland.ext.sd.dt.multi.timbre.part6.brightness	41DE00481210002511
roland.ext.sd.dt.multi.timbre.part6.resonance	41DE00481210002512
roland.ext.sd.dt.multi.timbre.part6.attackTime	41DE00481210002513
roland.ext.sd.dt.multi.timbre.part6.releaseTime	41DE00481210002514
roland.ext.sd.dt.multi.timbre.part6.octaveShift	41DE00481210002515
roland.ext.sd.dt.multi.timbre.part6.veloSensitivity	41DE00481210002516
roland.ext.sd.dt.multi.timbre.part6.keyRangeLow	41DE00481210002517
roland.ext.sd.dt.multi.timbre.part6.keyRangeHigh	41DE00481210002518
roland.ext.sd.dt.multi.timbre.part6.keyFadeLow	41DE00481210002519
roland.ext.sd.dt.multi.timbre.part6.keyFadeHigh	41DE0048121000251a
roland.ext.sd.dt.multi.timbre.part6.muteSwitch	41DE0048121000251b
roland.ext.sd.dt.multi.timbre.part6.dry	41DE0048121000251c
roland.ext.sd.dt.multi.timbre.part6.chorus	41DE0048121000251d
roland.ext.sd.dt.multi.timbre.part6.reverb	41DE0048121000251e
roland.ext.sd.dt.multi.timbre.part6.outputAssign	41DE0048121000251f
roland.ext.sd.dt.multi.timbre.part6.mfxSlot	41DE00481210002520
roland.ext.sd.dt.multi.timbre.part6.decayTime	41DE00481210002521
roland.ext.sd.dt.multi.timbre.part6.vibratoRate	41DE00481210002522
roland.ext.sd.dt.multi.timbre.part6.vibratoDepth	41DE00481210002523
roland.ext.sd.dt.multi.timbre.part6.vibratoDelay	41DE00481210002524
roland.ext.sd.dt.multi.timbre.part6.modDepth	41DE00481210002525
roland.ext.sd.dt.multi.timbre.part6.patPitch	41DE00481210002526
roland.ext.sd.dt.multi.timbre.part6.patBrightness	41DE00481210002527
roland.ext.sd.dt.multi.timbre.part6.patAmplitude	41DE00481210002528
roland.ext.sd.dt.multi.timbre.part6.patPitchDepth	41DE00481210002529
roland.ext.sd.dt.multi.timbre.part6.patFilterDepth	41DE0048121000252a
roland.ext.sd.dt.multi.timbre.part6.patAmplitudeDepth	41DE0048121000252b
roland.ext.sd.dt.multi.timbre.part6.ccNumber	41DE0048121000252c
roland.ext.sd.dt.multi.timbre.part6.ccPitch	41DE0048121000252d
roland.ext.sd.dt.multi.timbre.part6.ccBrightness	41DE0048121000252e
roland.ext.sd.dt.multi.timbre.part6.ccAmplitude	41DE0048121000252f
roland.ext.sd.dt.multi.timbre.part6.ccPitchDepth	41DE00481210002530
roland.ext.sd.dt.multi.timbre.part6.ccFilterDepth	41DE00481210002531
roland.ext.sd.dt.multi.timbre.part6.ccAmplitudeDepth	41DE00481210002532
roland.ext.sd.dt.multi.timbre.part6.scaleTune0	41DE00481210002533
roland.ext.sd.dt.multi.timbre.part6.scaleTune1	41DE00481210002534
roland.ext.sd.dt.multi.timbre.part6.scaleTune2	41DE00481210002535
roland.ext.sd.dt.multi.timbre.part6.scaleTune3	41DE00481210002536
roland.ext.sd.dt.multi.timbre.part6.scaleTune4	41DE00481210002537
roland.ext.sd.dt.multi.timbre.part6.scaleTune5	41DE00481210002538
roland.ext.sd.dt.multi.timbre.part6.scaleTune6	41DE00481210002539
roland.ext.sd.dt.multi.timbre.part6.scaleTune7	41DE0048121000253a
roland.ext.sd.dt.multi.timbre.part6.scaleTune8	41DE0048121000253b
roland.ext.sd.dt.multi.timbre.part6.scaleTune9	41DE0048121000253c
roland.ext.sd.dt.multi.timbre.part6.scaleTune10	41DE0048121000253d
roland.ext.sd.dt.multi.timbre.part6.scaleTune11	41DE0048121000253e
roland.ext.sd.dt.multi.timbre.part6.sdGm2Set	41DE0048121000253f
roland.ext.sd.dt.multi.timbre.part7	41DE004812100026
roland.ext.sd.dt.multi.timbre.part7.rxCh	41DE00481210002600
roland.ext.sd.dt.multi.timbre.part7.rxSwitch	41DE00481210002601
roland.ext.sd.dt.multi.timbre.part7.unknown02	41DE00481210002602
roland.ext.sd.dt.multi.timbre.part7.rxPort	41DE00481210002603
roland.ext.sd.dt.multi.timbre.part7.bankMsb	41DE00481210002604
roland.ext.sd.dt.multi.timbre.part7.bankLsb	41DE00481210002605
roland.ext.sd.dt.multi.timbre.part7.program	41DE00481210002606
roland.ext.sd.dt.multi.timbre.part7.volume	41DE00481210002607
roland.ext.sd.dt.multi.timbre.part7.panpot	41DE00481210002608
roland.ext.sd.dt.multi.timbre.part7.coarseTune	41DE00481210002609
roland.ext.sd.dt.multi.timbre.part7.fineTune	41DE0048121000260a
roland.ext.sd.dt.multi.timbre.part7.monoPoly	41DE0048121000260b
roland.ext.sd.dt.multi.timbre.part7.legato	41DE0048121000260c
roland.ext.sd.dt.multi.timbre.part7.pitchRange	41DE0048121000260d
roland.ext.sd.dt.multi.timbre.part7.portamentoSw	41DE0048121000260e
roland.ext.sd.dt.multi.timbre.part7.portamento	41DE0048121000260f
roland.ext.sd.dt.multi.timbre.part7.portamentoSecondByte	41DE00481210002610
roland.ext.sd.dt.multi.timbre.part7.brightness	41DE00481210002611
roland.ext.sd.dt.multi.timbre.part7.resonance	41DE00481210002612
roland.ext.sd.dt.multi.timbre.part7.attackTime	41DE00481210002613
roland.ext.sd.dt.multi.timbre.part7.releaseTime	41DE00481210002614
roland.ext.sd.dt.multi.timbre.part7.octaveShift	41DE00481210002615
roland.ext.sd.dt.multi.timbre.part7.veloSensitivity	41DE00481210002616
roland.ext.sd.dt.multi.timbre.part7.keyRangeLow	41DE00481210002617
roland.ext.sd.dt.multi.timbre.part7.keyRangeHigh	41DE00481210002618
roland.ext.sd.dt.multi.timbre.part7.keyFadeLow	41DE00481210002619
roland.ext.sd.dt.multi.timbre.part7.keyFadeHigh	41DE0048121000261a
roland.ext.sd.dt.multi.timbre.part7.muteSwitch	41DE0048121000261b
roland.ext.sd.dt.multi.timbre.part7.dry	41DE0048121000261c
roland.ext.sd.dt.multi.timbre.part7.chorus	41DE0048121000261d
roland.ext.sd.dt.multi.timbre.part7.reverb	41DE0048121000261e
roland.ext.sd.dt.multi.timbre.part7.outputAssign	41DE0048121000261f
roland.ext.sd.dt.multi.timbre.part7.mfxSlot	41DE00481210002620
roland.ext.sd.dt.multi.timbre.part7.decayTime	41DE00481210002621
roland.ext.sd.dt.multi.timbre.part7.vibratoRate	41DE00481210002622
roland.ext.sd.dt.multi.timbre.part7.vibratoDepth	41DE00481210002623
roland.ext.sd.dt.multi.timbre.part7.vibratoDelay	41DE00481210002624
roland.ext.sd.dt.multi.timbre.part7.modDepth	41DE00481210002625
roland.ext.sd.dt.multi.timbre.part7.patPitch	41DE00481210002626
roland.ext.sd.dt.multi.timbre.part7.patBrightness	41DE00481210002627
roland.ext.sd.dt.multi.timbre.part7.patAmplitude	41DE00481210002628
roland.ext.sd.dt.multi.timbre.part7.patPitchDepth	41DE00481210002629
roland.ext.sd.dt.multi.timbre.part7.patFilterDepth	41DE0048121000262a
roland.ext.sd.dt.multi.timbre.part7.patAmplitudeDepth	41DE0048121000262b
roland.ext.sd.dt.multi.timbre.part7.ccNumber	41DE0048121000262c
roland.ext.sd.dt.multi.timbre.part7.ccPitch	41DE0048121000262d
roland.ext.sd.dt.multi.timbre.part7.ccBrightness	41DE0048121000262e
roland.ext.sd.dt.multi.timbre.part7.ccAmplitude	41DE0048121000262f
roland.ext.sd.dt.multi.timbre.part7.ccPitchDepth	41DE00481210002630
roland.ext.sd.dt.multi.timbre.part7.ccFilterDepth	41DE00481210002631
roland.ext.sd.dt.multi.timbre.part7.ccAmplitudeDepth	41DE00481210002632
roland.ext.sd.dt.multi.timbre.part7.scaleTune0	41DE00481210002633
roland.ext.sd.dt.multi.timbre.part7.scaleTune1	41DE00481210002634
roland.ext.sd.dt.multi.timbre.part7.scaleTune2	41DE00481210002635
roland.ext.sd.dt.multi.timbre.part7.scaleTune3	41DE00481210002636
roland.ext.sd.dt.multi.timbre.part7.scaleTune4	41DE00481210002637
roland.ext.sd.dt.multi.timbre.part7.scaleTune5	41DE00481210002638
roland.ext.sd.dt.multi.timbre.part7.scaleTune6	41DE00481210002639
roland.ext.sd.dt.multi.timbre.part7.scaleTune7	41DE0048121000263a
roland.ext.sd.dt.multi.timbre.part7.scaleTune8	41DE0048121000263b
roland.ext.sd.dt.multi.timbre.part7.scaleTune9	41DE0048121000263c
roland.ext.sd.dt.multi.timbre.part7.scaleTune10	41DE0048121000263d
roland.ext.sd.dt.multi.timbre.part7.scaleTune11	41DE0048121000263e
roland.ext.sd.dt.multi.timbre.part7.sdGm2Set	41DE0048121000263f
roland.ext.sd.dt.multi.timbre.part8	41DE004812100027
roland.ext.sd.dt.multi.timbre.part8.rxCh	41DE00481210002700
roland.ext.sd.dt.multi.timbre.part8.rxSwitch	41DE00481210002701
roland.ext.sd.dt.multi.timbre.part8.unknown02	41DE00481210002702
roland.ext.sd.dt.multi.timbre.part8.rxPort	41DE00481210002703
roland.ext.sd.dt.multi.timbre.part8.bankMsb	41DE00481210002704
roland.ext.sd.dt.multi.timbre.part8.bankLsb	41DE00481210002705
roland.ext.sd.dt.multi.timbre.part8.program	41DE00481210002706
roland.ext.sd.dt.multi.timbre.part8.volume	41DE00481210002707
roland.ext.sd.dt.multi.timbre.part8.panpot	41DE00481210002708
roland.ext.sd.dt.multi.timbre.part8.coarseTune	41DE00481210002709
roland.ext.sd.dt.multi.timbre.part8.fineTune	41DE0048121000270a
roland.ext.sd.dt.multi.timbre.part8.monoPoly	41DE0048121000270b
roland.ext.sd.dt.multi.timbre.part8.legato	41DE0048121000270c
roland.ext.sd.dt.multi.timbre.part8.pitchRange	41DE0048121000270d
roland.ext.sd.dt.multi.timbre.part8.portamentoSw	41DE0048121000270e
roland.ext.sd.dt.multi.timbre.part8.portamento	41DE0048121000270f
roland.ext.sd.dt.multi.timbre.part8.portamentoSecondByte	41DE00481210002710
roland.ext.sd.dt.multi.timbre.part8.brightness	41DE00481210002711
roland.ext.sd.dt.multi.timbre.part8.resonance	41DE00481210002712
roland.ext.sd.dt.multi.timbre.part8.attackTime	41DE00481210002713
roland.ext.sd.dt.multi.timbre.part8.releaseTime	41DE00481210002714
roland.ext.sd.dt.multi.timbre.part8.octaveShift	41DE00481210002715
roland.ext.sd.dt.multi.timbre.part8.veloSensitivity	41DE00481210002716
roland.ext.sd.dt.multi.timbre.part8.keyRangeLow	41DE00481210002717
roland.ext.sd.dt.multi.timbre.part8.keyRangeHigh	41DE00481210002718
roland.ext.sd.dt.multi.timbre.part8.keyFadeLow	41DE00481210002719
roland.ext.sd.dt.multi.timbre.part8.keyFadeHigh	41DE0048121000271a
roland.ext.sd.dt.multi.timbre.part8.muteSwitch	41DE0048121000271b
roland.ext.sd.dt.multi.timbre.part8.dry	41DE0048121000271c
roland.ext.sd.dt.multi.timbre.part8.chorus	41DE0048121000271d
roland.ext.sd.dt.multi.timbre.part8.reverb	41DE0048121000271e
roland.ext.sd.dt.multi.timbre.part8.outputAssign	41DE0048121000271f
roland.ext.sd.dt.multi.timbre.part8.mfxSlot	41DE00481210002720
roland.ext.sd.dt.multi.timbre.part8.decayTime	41DE00481210002721
roland.ext.sd.dt.multi.timbre.part8.vibratoRate	41DE00481210002722
roland.ext.sd.dt.multi.timbre.part8.vibratoDepth	41DE00481210002723
roland.ext.sd.dt.multi.timbre.part8.vibratoDelay	41DE00481210002724
roland.ext.sd.dt.multi.timbre.part8.modDepth	41DE00481210002725
roland.ext.sd.dt.multi.timbre.part8.patPitch	41DE00481210002726
roland.ext.sd.dt.multi.timbre.part8.patBrightness	41DE00481210002727
roland.ext.sd.dt.multi.timbre.part8.patAmplitude	41DE00481210002728
roland.ext.sd.dt.multi.timbre.part8.patPitchDepth	41DE00481210002729
roland.ext.sd.dt.multi.timbre.part8.patFilterDepth	41DE0048121000272a
roland.ext.sd.dt.multi.timbre.part8.patAmplitudeDepth	41DE0048121000272b
roland.ext.sd.dt.multi.timbre.part8.ccNumber	41DE0048121000272c
roland.ext.sd.dt.multi.timbre.part8.ccPitch	41DE0048121000272d
roland.ext.sd.dt.multi.timbre.part8.ccBrightness	41DE0048121000272e
roland.ext.sd.dt.multi.timbre.part8.ccAmplitude	41DE0048121000272f
roland.ext.sd.dt.multi.timbre.part8.ccPitchDepth	41DE00481210002730
roland.ext.sd.dt.multi.timbre.part8.ccFilterDepth	41DE00481210002731
roland.ext.sd.dt.multi.timbre.part8.ccAmplitudeDepth	41DE00481210002732
roland.ext.sd.dt.multi.timbre.part8.scaleTune0	41DE00481210002733
roland.ext.sd.dt.multi.timbre.part8.scaleTune1	41DE00481210002734
roland.ext.sd.dt.multi.timbre.part8.scaleTune2	41DE00481210002735
roland.ext.sd.dt.multi.timbre.part8.scaleTune3	41DE00481210002736
roland.ext.sd.dt.multi.timbre.part8.scaleTune4	41DE00481210002737
roland.ext.sd.dt.multi.timbre.part8.scaleTune5	41DE00481210002738
roland.ext.sd.dt.multi.timbre.part8.scaleTune6	41DE00481210002739
roland.ext.sd.dt.multi.timbre.part8.scaleTune7	41DE0048121000273a
roland.ext.sd.dt.multi.timbre.part8.scaleTune8	41DE0048121000273b
roland.ext.sd.dt.multi.timbre.part8.scaleTune9	41DE0048121000273c
roland.ext.sd.dt.multi.timbre.part8.scaleTune10	41DE0048121000273d
roland.ext.sd.dt.multi.timbre.part8.scaleTune11	41DE0048121000273e
roland.ext.sd.dt.multi.timbre.part8.sdGm2Set	41DE0048121000273f
roland.ext.sd.dt.multi.timbre.part9	41DE004812100028
roland.ext.sd.dt.multi.timbre.part9.rxCh	41DE00481210002800
roland.ext.sd.dt.multi.timbre.part9.rxSwitch	41DE00481210002801
roland.ext.sd.dt.multi.timbre.part9.unknown02	41DE00481210002802
roland.ext.sd.dt.multi.timbre.part9.rxPort	41DE00481210002803
roland.ext.sd.dt.multi.timbre.part9.bankMsb	41DE00481210002804
roland.ext.sd.dt.multi.timbre.part9.bankLsb	41DE00481210002805
roland.ext.sd.dt.multi.timbre.part9.program	41DE00481210002806
roland.ext.sd.dt.multi.timbre.part9.volume	41DE00481210002807
roland.ext.sd.dt.multi.timbre.part9.panpot	41DE00481210002808
roland.ext.sd.dt.multi.timbre.part9.coarseTune	41DE00481210002809
roland.ext.sd.dt.multi.timbre.part9.fineTune	41DE0048121000280a
roland.ext.sd.dt.multi.timbre.part9.monoPoly	41DE0048121000280b
roland.ext.sd.dt.multi.timbre.part9.legato	41DE0048121000280c
roland.ext.sd.dt.multi.timbre.part9.pitchRange	41DE0048121000280d
roland.ext.sd.dt.multi.timbre.part9.portamentoSw	41DE0048121000280e
roland.ext.sd.dt.multi.timbre.part9.portamento	41DE0048121000280f
roland.ext.sd.dt.multi.timbre.part9.portamentoSecondByte	41DE00481210002810
roland.ext.sd.dt.multi.timbre.part9.brightness	41DE00481210002811
roland.ext.sd.dt.multi.timbre.part9.resonance	41DE00481210002812
roland.ext.sd.dt.multi.timbre.part9.attackTime	41DE00481210002813
roland.ext.sd.dt.multi.timbre.part9.releaseTime	41DE00481210002814
roland.ext.sd.dt.multi.timbre.part9.octaveShift	41DE00481210002815
roland.ext.sd.dt.multi.timbre.part9.veloSensitivity	41DE00481210002816
roland.ext.sd.dt.multi.timbre.part9.keyRangeLow	41DE00481210002817
roland.ext.sd.dt.multi.timbre.part9.keyRangeHigh	41DE00481210002818
roland.ext.sd.dt.multi.timbre.part9.keyFadeLow	41DE00481210002819
roland.ext.sd.dt.multi.timbre.part9.keyFadeHigh	41DE0048121000281a
roland.ext.sd.dt.multi.timbre.part9.muteSwitch	41DE0048121000281b
roland.ext.sd.dt.multi.timbre.part9.dry	41DE0048121000281c
roland.ext.sd.dt.multi.timbre.part9.chorus	41DE0048121000281d
roland.ext.sd.dt.multi.timbre.part9.reverb	41DE0048121000281e
roland.ext.sd.dt.multi.timbre.part9.outputAssign	41DE0048121000281f
roland.ext.sd.dt.multi.timbre.part9.mfxSlot	41DE00481210002820
roland.ext.sd.dt.multi.timbre.part9.decayTime	41DE00481210002821
roland.ext.sd.dt.multi.timbre.part9.vibratoRate	41DE00481210002822
roland.ext.sd.dt.multi.timbre.part9.vibratoDepth	41DE00481210002823
roland.ext.sd.dt.multi.timbre.part9.vibratoDelay	41DE00481210002824
roland.ext.sd.dt.multi.timbre.part9.modDepth	41DE00481210002825
roland.ext.sd.dt.multi.timbre.part9.patPitch	41DE00481210002826
roland.ext.sd.dt.multi.timbre.part9.patBrightness	41DE00481210002827
roland.ext.sd.dt.multi.timbre.part9.patAmplitude	41DE00481210002828
roland.ext.sd.dt.multi.timbre.part9.patPitchDepth	41DE00481210002829
roland.ext.sd.dt.multi.timbre.part9.patFilterDepth	41DE0048121000282a
roland.ext.sd.dt.multi.timbre.part9.patAmplitudeDepth	41DE0048121000282b
roland.ext.sd.dt.multi.timbre.part9.ccNumber	41DE0048121000282c
roland.ext.sd.dt.multi.timbre.part9.ccPitch	41DE0048121000282d
roland.ext.sd.dt.multi.timbre.part9.ccBrightness	41DE0048121000282e
roland.ext.sd.dt.multi.timbre.part9.ccAmplitude	41DE0048121000282f
roland.ext.sd.dt.multi.timbre.part9.ccPitchDepth	41DE00481210002830
roland.ext.sd.dt.multi.timbre.part9.ccFilterDepth	41DE00481210002831
roland.ext.sd.dt.multi.timbre.part9.ccAmplitudeDepth	41DE00481210002832
roland.ext.sd.dt.multi.timbre.part9.scaleTune0	41DE00481210002833
roland.ext.sd.dt.multi.timbre.part9.scaleTune1	41DE00481210002834
roland.ext.sd.dt.multi.timbre.part9.scaleTune2	41DE00481210002835
roland.ext.sd.dt.multi.timbre.part9.scaleTune3	41DE00481210002836
roland.ext.sd.dt.multi.timbre.part9.scaleTune4	41DE00481210002837
roland.ext.sd.dt.multi.timbre.part9.scaleTune5	41DE00481210002838
roland.ext.sd.dt.multi.timbre.part9.scaleTune6	41DE00481210002839
roland.ext.sd.dt.multi.timbre.part9.scaleTune7	41DE0048121000283a
roland.ext.sd.dt.multi.timbre.part9.scaleTune8	41DE0048121000283b
roland.ext.sd.dt.multi.timbre.part9.scaleTune9	41DE0048121000283c
roland.ext.sd.dt.multi.timbre.part9.scaleTune10	41DE0048121000283d
roland.ext.sd.dt.multi.timbre.part9.scaleTune11	41DE0048121000283e
roland.ext.sd.dt.multi.timbre.part9.sdGm2Set	41DE0048121000283f
roland.ext.sd.dt.multi.timbre.part10	41DE004812100029
roland.ext.sd.dt.multi.timbre.part10.rxCh	41DE00481210002900
roland.ext.sd.dt.multi.timbre.part10.rxSwitch	41DE00481210002901
roland.ext.sd.dt.multi.timbre.part10.unknown02	41DE00481210002902
roland.ext.sd.dt.multi.timbre.part10.rxPort	41DE00481210002903
roland.ext.sd.dt.multi.timbre.part10.bankMsb	41DE00481210002904
roland.ext.sd.dt.multi.timbre.part10.bankLsb	41DE00481210002905
roland.ext.sd.dt.multi.timbre.part10.program	41DE00481210002906
roland.ext.sd.dt.multi.timbre.part10.volume	41DE00481210002907
roland.ext.sd.dt.multi.timbre.part10.panpot	41DE00481210002908
roland.ext.sd.dt.multi.timbre.part10.coarseTune	41DE00481210002909
roland.ext.sd.dt.multi.timbre.part10.fineTune	41DE0048121000290a
roland.ext.sd.dt.multi.timbre.part10.monoPoly	41DE0048121000290b
roland.ext.sd.dt.multi.timbre.part10.legato	41DE0048121000290c
roland.ext.sd.dt.multi.timbre.part10.pitchRange	41DE0048121000290d
roland.ext.sd.dt.multi.timbre.part10.portamentoSw	41DE0048121000290e
roland.ext.sd.dt.multi.timbre.part10.portamento	41DE0048121000290f
roland.ext.sd.dt.multi.timbre.part10.portamentoSecondByte	41DE00481210002910
roland.ext.sd.dt.multi.timbre.part10.brightness	41DE00481210002911
roland.ext.sd.dt.multi.timbre.part10.resonance	41DE00481210002912
roland.ext.sd.dt.multi.timbre.part10.attackTime	41DE00481210002913
roland.ext.sd.dt.multi.timbre.part10.releaseTime	41DE00481210002914
roland.ext.sd.dt.multi.timbre.part10.octaveShift	41DE00481210002915
roland.ext.sd.dt.multi.timbre.part10.veloSensitivity	41DE00481210002916
roland.ext.sd.dt.multi.timbre.part10.keyRangeLow	41DE00481210002917
roland.ext.sd.dt.multi.timbre.part10.keyRangeHigh	41DE00481210002918
roland.ext.sd.dt.multi.timbre.part10.keyFadeLow	41DE00481210002919
roland.ext.sd.dt.multi.timbre.part10.keyFadeHigh	41DE0048121000291a
roland.ext.sd.dt.multi.timbre.part10.muteSwitch	41DE0048121000291b
roland.ext.sd.dt.multi.timbre.part10.dry	41DE0048121000291c
roland.ext.sd.dt.multi.timbre.part10.chorus	41DE0048121000291d
roland.ext.sd.dt.multi.timbre.part10.reverb	41DE0048121000291e
roland.ext.sd.dt.multi.timbre.part10.outputAssign	41DE0048121000291f
roland.ext.sd.dt.multi.timbre.part10.mfxSlot	41DE00481210002920
roland.ext.sd.dt.multi.timbre.part10.decayTime	41DE00481210002921
roland.ext.sd.dt.multi.timbre.part10.vibratoRate	41DE00481210002922
roland.ext.sd.dt.multi.timbre.part10.vibratoDepth	41DE00481210002923
roland.ext.sd.dt.multi.timbre.part10.vibratoDelay	41DE00481210002924
roland.ext.sd.dt.multi.timbre.part10.modDepth	41DE00481210002925
roland.ext.sd.dt.multi.timbre.part10.patPitch	41DE00481210002926
roland.ext.sd.dt.multi.timbre.part10.patBrightness	41DE00481210002927
roland.ext.sd.dt.multi.timbre.part10.patAmplitude	41DE00481210002928
roland.ext.sd.dt.multi.timbre.part10.patPitchDepth	41DE00481210002929
roland.ext.sd.dt.multi.timbre.part10.patFilterDepth	41DE0048121000292a
roland.ext.sd.dt.multi.timbre.part10.patAmplitudeDepth	41DE0048121000292b
roland.ext.sd.dt.multi.timbre.part10.ccNumber	41DE0048121000292c
roland.ext.sd.dt.multi.timbre.part10.ccPitch	41DE0048121000292d
roland.ext.sd.dt.multi.timbre.part10.ccBrightness	41DE0048121000292e
roland.ext.sd.dt.multi.timbre.part10.ccAmplitude	41DE0048121000292f
roland.ext.sd.dt.multi.timbre.part10.ccPitchDepth	41DE00481210002930
roland.ext.sd.dt.multi.timbre.part10.ccFilterDepth	41DE00481210002931
roland.ext.sd.dt.multi.timbre.part10.ccAmplitudeDepth	41DE00481210002932
roland.ext.sd.dt.multi.timbre.part10.scaleTune0	41DE00481210002933
roland.ext.sd.dt.multi.timbre.part10.scaleTune1	41DE00481210002934
roland.ext.sd.dt.multi.timbre.part10.scaleTune2	41DE00481210002935
roland.ext.sd.dt.multi.timbre.part10.scaleTune3	41DE00481210002936
roland.ext.sd.dt.multi.timbre.part10.scaleTune4	41DE00481210002937
roland.ext.sd.dt.multi.timbre.part10.scaleTune5	41DE00481210002938
roland.ext.sd.dt.multi.timbre.part10.scaleTune6	41DE00481210002939
roland.ext.sd.dt.multi.timbre.part10.scaleTune7	41DE0048121000293a
roland.ext.sd.dt.multi.timbre.part10.scaleTune8	41DE0048121000293b
roland.ext.sd.dt.multi.timbre.part10.scaleTune9	41DE0048121000293c
roland.ext.sd.dt.multi.timbre.part10.scaleTune10	41DE0048121000293d
roland.ext.sd.dt.multi.timbre.part10.scaleTune11	41DE0048121000293e
roland.ext.sd.dt.multi.timbre.part10.sdGm2Set	41DE0048121000293f
roland.ext.sd.dt.multi.timbre.part11	41DE00481210002a
roland.ext.sd.dt.multi.timbre.part11.rxCh	41DE00481210002a00
roland.ext.sd.dt.multi.timbre.part11.rxSwitch	41DE00481210002a01
roland.ext.sd.dt.multi.timbre.part11.unknown02	41DE00481210002a02
roland.ext.sd.dt.multi.timbre.part11.rxPort	41DE00481210002a03
roland.ext.sd.dt.multi.timbre.part11.bankMsb	41DE00481210002a04
roland.ext.sd.dt.multi.timbre.part11.bankLsb	41DE00481210002a05
roland.ext.sd.dt.multi.timbre.part11.program	41DE00481210002a06
roland.ext.sd.dt.multi.timbre.part11.volume	41DE00481210002a07
roland.ext.sd.dt.multi.timbre.part11.panpot	41DE00481210002a08
roland.ext.sd.dt.multi.timbre.part11.coarseTune	41DE00481210002a09
roland.ext.sd.dt.multi.timbre.part11.fineTune	41DE00481210002a0a
roland.ext.sd.dt.multi.timbre.part11.monoPoly	41DE00481210002a0b
roland.ext.sd.dt.multi.timbre.part11.legato	41DE00481210002a0c
roland.ext.sd.dt.multi.timbre.part11.pitchRange	41DE00481210002a0d
roland.ext.sd.dt.multi.timbre.part11.portamentoSw	41DE00481210002a0e
roland.ext.sd.dt.multi.timbre.part11.portamento	41DE00481210002a0f
roland.ext.sd.dt.multi.timbre.part11.portamentoSecondByte	41DE00481210002a10
roland.ext.sd.dt.multi.timbre.part11.brightness	41DE00481210002a11
roland.ext.sd.dt.multi.timbre.part11.resonance	41DE00481210002a12
roland.ext.sd.dt.multi.timbre.part11.attackTime	41DE00481210002a13
roland.ext.sd.dt.multi.timbre.part11.releaseTime	41DE00481210002a14
roland.ext.sd.dt.multi.timbre.part11.octaveShift	41DE00481210002a15
roland.ext.sd.dt.multi.timbre.part11.veloSensitivity	41DE00481210002a16
roland.ext.sd.dt.multi.timbre.part11.keyRangeLow	41DE00481210002a17
roland.ext.sd.dt.multi.timbre.part11.keyRangeHigh	41DE00481210002a18
roland.ext.sd.dt.multi.timbre.part11.keyFadeLow	41DE00481210002a19
roland.ext.sd.dt.multi.timbre.part11.keyFadeHigh	41DE00481210002a1a
roland.ext.sd.dt.multi.timbre.part11.muteSwitch	41DE00481210002a1b
roland.ext.sd.dt.multi.timbre.part11.dry	41DE00481210002a1c
roland.ext.sd.dt.multi.timbre.part11.chorus	41DE00481210002a1d
roland.ext.sd.dt.multi.timbre.part11.reverb	41DE00481210002a1e
roland.ext.sd.dt.multi.timbre.part11.outputAssign	41DE00481210002a1f
roland.ext.sd.dt.multi.timbre.part11.mfxSlot	41DE00481210002a20
roland.ext.sd.dt.multi.timbre.part11.decayTime	41DE00481210002a21
roland.ext.sd.dt.multi.timbre.part11.vibratoRate	41DE00481210002a22
roland.ext.sd.dt.multi.timbre.part11.vibratoDepth	41DE00481210002a23
roland.ext.sd.dt.multi.timbre.part11.vibratoDelay	41DE00481210002a24
roland.ext.sd.dt.multi.timbre.part11.modDepth	41DE00481210002a25
roland.ext.sd.dt.multi.timbre.part11.patPitch	41DE00481210002a26
roland.ext.sd.dt.multi.timbre.part11.patBrightness	41DE00481210002a27
roland.ext.sd.dt.multi.timbre.part11.patAmplitude	41DE00481210002a28
roland.ext.sd.dt.multi.timbre.part11.patPitchDepth	41DE00481210002a29
roland.ext.sd.dt.multi.timbre.part11.patFilterDepth	41DE00481210002a2a
roland.ext.sd.dt.multi.timbre.part11.patAmplitudeDepth	41DE00481210002a2b
roland.ext.sd.dt.multi.timbre.part11.ccNumber	41DE00481210002a2c
roland.ext.sd.dt.multi.timbre.part11.ccPitch	41DE00481210002a2d
roland.ext.sd.dt.multi.timbre.part11.ccBrightness	41DE00481210002a2e
roland.ext.sd.dt.multi.timbre.part11.ccAmplitude	41DE00481210002a2f
roland.ext.sd.dt.multi.timbre.part11.ccPitchDepth	41DE00481210002a30
roland.ext.sd.dt.multi.timbre.part11.ccFilterDepth	41DE00481210002a31
roland.ext.sd.dt.multi.timbre.part11.ccAmplitudeDepth	41DE00481210002a32
roland.ext.sd.dt.multi.timbre.part11.scaleTune0	41DE00481210002a33
