path	binary
pitch	00
pitch.range	0000
pitch.fineTune	0001
pitch.coarseTune	0002
pitch.modDepth	0005
3dObject	3d
3dObject.azimuth	3d00
3dObject.elevation	3d01
3dObject.gain	3d02
3dObject.distanceRatio	3d03
3dObject.maxDistance	3d04
3dObject.gainAtBound	3d05
3dObject.refDistRatio	3d06
3dObject.panSpreadAngle	3d07
3dObject.rollAngle	3d08
