ID	Name
AcstcKit	Acoustic Kit
PpStRXKt	Pop Standard RX Kit
TriPrcKt	Trinity Perc. Kit
PAGrdPno	PA Grand Piano
i3 Strng	i3 Strings
PnoStrPd	Piano + Strings Pad
Tenor Nz	Tenor Noise
TightBrs	Tight Brass
BrassHit	Brass Hit
Killer B	Killer BX-3 Organ
Dirty B.	Dirty BX-3 Organ
Medit.Pd	Meditate Pad
CosmicPd	Cosmic Pad
Dyna.Bas	Dynamic Bass
AcGrdPno	Acoustic Grand Piano
FngrEBa2	Fingered E. Bass 2
