ID	Name
ViolaSec	Viola Sect
SlVlaSec	SlowVlaSec
CellSect	Cello Sect
SlCelloS	SlCelloSec
ContrSec	ContrbSect
SlContrS	SlContrSec
SwellStr	Swell Str.
StSlwStr	St.SlowStr
StereoAh	Stereo Aah
StereoOh	Stereo Ooh
BriteTrp	Bright Trp
Dark Trp	Dark Trmpt
Soft Trp	Soft Trmpt
SweetTrp	SweetTrmpt
NormlTrp	Normal Trp
Bril Trp	Brill. Trp
BrtTromb	BrtTrombon
MelloTrb	MelloTromb
BrilTrmb	Brill.Trmb
BrtBsTrb	BrtBasTrmb
SlowTuba	Slow Tuba
Eufonium	Euphonium
FrHrSolo	FrHornSolo
FrHorn 2	Fr. Horn 2
BrtFrHrn	BriteFrHrn
StBrsSec	StBrasSect
Tenor&Tp	Tenor&Trp
SymphBrs	SymphBrass
LgtAltSx	LgtAltoSax
HyprAlto	Hyper Alto
FakeAlto	Fake Alto
TenrSax2	TenorSax 2
SuperTnr	SuperTenor
BasClari	BassClari.
NeatBrth	NeatBreath
Pastoral	Pastorale
HollowSq	Hollow Sqr
LightPad	Light Pad
PolyPd80	PolyPad 80
Prcesion	Precession
CutNoise	Cut Noise
CutNoiz2	CutNoise 2
DstCutNz	DstCutNoiz
Str Slap	StringSlap
B.Slide	Bass Slide
P.Scrape	PickScrape
Fl.KClik	FltKyClick
HorseGlp	HorseGalop
BirdTwit	Bird Tweet
PhonCall	Phone Call
DoorSqek	DoorSqueak
DoorSlam	Door Slam
ScratchC	ScratchCut
Scratch2	ScratchSpl
WindChim	Windchimes
TeleFon2	Telephone2
Scratch3	Scratch 3
Turntabl	Turn Table
Turntabl	Turn Table
CarStart	Car Start
CarTyreS	CarTyreSq.
Car Pass	CarPassing
CarCrash	Car Crash
JetPlane	Jet Plane
Submarin	Submarine
LaughVox	Laugh Vox
ScreamVx	Scream Vox
Heart	Heartbeat
Footstep	Footsteps
Applauz2	Applause 2
Applauz2	Applause 2
MchinGun	MachineGun
LaserGun	Laser Gun
Xplosion	Explosion
Firework	Fireworks
SFX Kt 2	SFX Kit 2
TechnoKt	Techno Kit
TechnoHi	TechnoKtHi
TechnoLo	TechnoKtLo
SakuraKt	Sakura Kit
S. Latin	SmallLatin
ChinaKit	China Kit
AfroCuba	AfroCubaKt
AfrCuba2	AfrCubaKt2
BrazilKt	Brazil Kit
PopLatin	PopLatinKt
BrightKt	Bright Kit
RogueKit	Rogue Kit
DarkRoom	DarkRoomKt
RockKit2	Rock Kit 2
ElectrKt	ElectroKit
Anal.Kt2	AnalogKit2
DanceKit	Dance Kit
HipHopKt	Hip Hop Kt
JungleKt	Jungle Kit
ApogeeKt	Apogee Kit
PerigeKt	PerigeeKit
JazzKit2	Jazz Kit 2
BrushKit	Brush Kit
BrushKt2	BrushKit 2
SymphnKt	SymphonyKt
Ntrl Kit	NaturalKit
NtrlFunk	NtrlFunkKt
TrampKit	Tramp Kit
AmberKit	Amber Kit
CoffinKt	Coffin Kit
Lv StdKt	LiveStdKit
LvFunkKt	LiveFunkKt
Lv Brush	LvBrushKit
Std&Perc	LvStd&Perc
FunkPerc	LvFunkPerc
Brush&P.	LvBrush&P.
RockKit3	Rock Kit 3
F-Coquet	Fem-Coquet
Det.EP 8	Det. EP 8
