ID	Name
DanceKit	Dance Kit
BrtPiano	BritePiano
HammrPno	HammerPno
New Tine	New Tines
Digi.Pno	Digi Piano
FullOrgn	Full Organ
BX3 Orgn	BX-3 Organ
ChrchPpe	ChurchPipe
ClassGtr	ClassicGtr
Acou.Gtr	AcouGuitar
Jazz Gtr	JazzGuitar
MuteGtr.	MuteGuitar
Ovrdrive	Over Drive
Dst.Gtr.	DistGuitar
RockHrmo	RockMonics
Jazzy Ba	Jazz Bass
DeepBass	Deep Bass
SlpBass1	Slap Bs 1
SlpBass2	Slap Bs 2
Pizzcato	Pizzicato
Slow Str	SlowString
Anal.Pad	Analog Pad
StringPd	String Pad
DooVoice	Doo Voice
Swt Oboe	Sweet Oboe
BasnOboe	BasoonOboe
SquareWv	SquareWave
SyCaliop	SynCaliope
SynChiff	SynChiffer
SyCharan	SynCharang
AirChor.	Air Chorus
Rezzo4th	Rezzo 4ths
GhostPad	Ghost Pad
BowGlass	BowedGlass
SndTrack	SoundTrack
EchoDrop	Echo Drop
StarThme	Star Theme
MetalBel	Metal Bell
Acou.Tom	Tom
SynthTom	Synth Tom
NoizChif	NoiseChiff
Stadium!	Stadium!!!
Piano16'	Piano 16'
AltoBrth	AltoBreath
TinyDncr	TinyDancer
SpruceGt	Spruce Gtr
VibrBell	Vibra Bell
CrFadeBa	XFade Bass
TheStrs.	TheStrings
PowerSyn	PowerSynth
TotalKit	Total Kit
MchinAge	MachineAge
BrasBand	Brass Band
MaxiTine	Maxi Tine
Pwr Rock	Power Rock
TablTalk	Tabla Talk
Lite Vox	LiteVoices
ColorPad	Colour Pad
Festival	Festival!
GlideSwp	GlideSweep
LastTngo	Last Tango
MagicFlu	MagicFlute
ElectrGt	E. Guitars
Digi.Air	DigitalAir
Analgist	Analogist
MndoTrem	MandoTrem
SpaceWng	Space Wing
GospelOr	Gospel Org
FreshAir	Fresh Air
RockMute	Rock Mutes
ChambrEn	ChamberEns
Industry	Industrial
PnoHaven	PianoHaven
ShkuBend	Shaku Bend
BowenWav	Bowen Wave
Cln Funk	Clean Funk
SplitBel	Split Bell
OrchPerc	Orch Perc
DreamWld	DreamWorld
HrpsiFnk	HarpsiFunk
FlugelHr	FlugelHorn
Elec.Tap	Elec. Tap
Harmonic	Harmonics
TechnoBa	TechnoBass
Heart	Heartbeat
FullPipe	Full Pipes
Woodwind	Woodwinds
Lead Gtr	LeadGuitar
FatFrett	Fat Fretty
PoppinPd	Poppin'Pad
SoftHorn	Soft Horns
Prod.Kit	ProducrKit
In Trees	InTheTrees
SantaClv	Santa Clav
Sforz<Br	Sfz< Brass
PdlSteel	PedalSteel
Log Drum	Log Drums
House Ba	HouseBass1
Ambi.Vox	Ambi.Voice
MonoLead	Mono Lead
Hackbret	Hackbrett
HalifxNS	Halifax NS
HardTine	Hard Tines
DrGuitar	Dr. Guitar
EtherBel	EtherBells
BassHrmo	Bass/Harmo
50sSciFi	50's SciFi
SteamCld	SteamCloud
BrightBr	BriteBrass
JoyStick	JoyStickUp
WavCycle	WaveCycles
OooohPad	Oooooh Pad
BrightPd	Bright Pad
HarpPlck	Harp Pluck
Elastik	ElastikPad
ExprssPF	ExpressoPF
PerkySax	PerkySaxes
CrFadeEP	XFade EP
JewelBox	JewelryBox
WoodnYou	WoodenYou?
SymphoBr	Symphonic
LeadStab	Lead Stab
SpacePet	Space Pets
Brastero	Brasstereo
Methn.EP	Methane EP
ShmiMlet	ShamiMalet
IceFlake	Ice Flakes
RthmJunk	RhythmJunk
BelShwer	BellShower
TmbFlute	TamboFlute
Strummer	Strummers
Sweep Ba	Sweep Bass
PanMllet	Pan Mallet
SteamBrs	SteamBrass
PrieDawn	PrarieDawn
RotaryOr	Rotary Org
SuprTine	Super Tine
