ID	Name
Sax Sect	Sax Section
SynMalet	Synth Mallet
ElecPerc	Elec Perc 1
Str.Slap	String Slap
CutNoiz2	Cut Noise 2
DstCutNz	DistCutNoise
P.Scrape	Pick Scrape
Gtr.Fx!!	Gtr. FX Menu
BartkPiz	Bartok Pizz.
Gtr.Slap	Guitar Slap
ChrdStrk	Chord Stroke
BiwaStrk	Biwa Stroke
BiwaTrem	Biwa Tremolo
GtStrk!!	Gtr.Stroke!!
GtSlide!	Gtr.Slide!!!
Fl.KClik	FluteKyClick
BrthNz!!	Breath Nz!!!
White Nz	White Noise
HorseGlp	Horse Gallop
DoorSqek	Door Squeak
ScratchC	Scratch Cut
Scratch2	ScratchSplit
PhonNoiz	Phono Noise
MC500 Bp	MC-500 Beep
CarTyreS	Car Tyre Scr
Car Pass	Car Passing
Calclate	Calculating
AudioSwi	Audio Switch
CarStar2	Car Start 2
LaughVox	Laugh Voice
ScreamVx	Scream Voice
ApplzWav	ApplauseWave
Voice 3	Voice Three
MchinGun	Machine Gun
Xploshn2	Explosion 2
SynBrass	SynthBrass 1
MelloGrP	Mellow Grand
ElPiano4	Elec.Piano 4
ElecOrgn	Elec Organ 1
ElecOrg2	Elec Organ 2
ElecOrg3	Elec Organ 3
ElecOrg4	Elec Organ 4
PipeOrgn	Pipe Organ 1
PipeOrg2	Pipe Organ 2
PipeOrg3	Pipe Organ 3
Clavi. 2	Clavichord 2
Clavi. 3	Clavichord 3
Syn.Bass	Synth Bass 1
HarmoPan	Harmonic Pan
FunnyVox	Funny Voices
Dr. Solo	Doctor Solo
Sch.Daze	School Daze
Sqr.Lead	Square Wave
Str Sect	Str. Sect. 1
StrSect2	Str. Sect. 2
StrSect3	Str. Sect. 3
Elec.Gtr	ElecGuitar 1
ElecGtr2	ElecGuitar 2
Vibrfon2	Vibraphone 2
BrthPipe	Breathy Pipe
El.Perc2	Elec Perc 2
1NoteJam	One Note Jam
JnglTune	Jungle Tune
